seed,hedge_count,mean_excess_vs_rebalanced_benchmark_annualized,folds_beating_rebalanced_benchmark
84,25,-0.011470759971925237,4
85,25,0.0009557707045043772,4
86,25,-0.005091830276133691,5
87,25,0.0035829209621893953,6
88,25,-0.00013631573781252014,4
89,25,-0.007257450544273713,2
90,25,-0.002361762855217453,4
91,25,-0.00819884220295991,3
92,25,-0.0011550090440291094,5
93,25,-0.0011989637201082147,4
94,25,-0.004904786601599831,4
95,25,-0.0001584050578725238,5
96,25,0.004837834220991366,7
97,25,0.004037215437367581,4
98,25,0.0005747009583951579,4
99,25,-0.009453146822679514,2
100,25,0.0024673244020539053,6
101,25,-0.0009639416088727648,5
102,25,0.0015718180569787466,5
103,25,-0.006047756983388874,4
104,25,-0.000701956840802187,5
105,25,-0.0024090482844243643,2
106,25,0.013201627755904787,8
107,25,0.010567232903895107,7
108,25,0.000794643746344903,3
109,25,0.0030894826962594045,6
110,25,-0.00894585966419984,2
111,25,-0.006715022235026435,5
112,25,0.009905174824838225,8
113,25,0.004783911712647226,7
114,25,-0.008860864156714054,4
115,25,-0.0026533498256529732,4
116,25,-0.005588479177061301,3
117,25,0.005966195649254991,7
118,25,0.008271535216171378,7
119,25,-0.0058922043338489275,3
120,25,-0.001353022732661424,5
121,25,0.0034160131200470676,5
122,25,0.008828560397644115,6
123,25,-0.0028860936025642435,3
124,25,0.0031345182388546333,5
125,25,-0.005065338993673329,5
126,25,0.001865339376746733,6
127,25,-0.0025613420667284894,5
128,25,0.011649769554511625,7
129,25,-0.00042534330730368273,4
130,25,-0.005947462701291451,5
131,25,-0.00047953936543346785,7
132,25,0.004939206784692174,7
133,25,-0.0021118016745318878,5
134,25,-0.008698843488002183,4
135,25,0.011870021292870615,6
136,25,0.0011874121528472892,6
137,25,0.004416884865320381,5
138,25,-0.007177138903372138,3
139,25,0.0018421410012566918,4
140,25,-0.001135080144280709,7
141,25,0.001255716320112965,5
142,25,-0.003830330551633565,4
143,25,-0.006694161426530387,3
144,25,-0.0015643080937539854,3
145,25,0.005764963683493773,5
146,25,0.00037529336414715564,5
147,25,-0.0016665939286609976,5
148,25,-0.0012706403458713322,6
149,25,0.007359226646612438,7
150,25,-0.004768080724876289,3
151,25,0.0028837230911214263,6
152,25,0.012281801675261207,7
153,25,0.0039429001643595755,6
154,25,0.006581189871047633,7
155,25,-0.0023796772715849015,5
156,25,-0.006177921917398766,3
157,25,0.002015337990587751,4
158,25,0.004882872896381896,8
159,25,4.204478946714385e-05,5
160,25,0.0019672533782488567,6
161,25,-0.003651162052394419,3
162,25,0.003219416484964599,6
163,25,-0.0048630919454156095,4
164,25,0.009329311968755883,7
165,25,0.0015079973570463645,4
166,25,-0.009192914490690074,4
167,25,-0.0072533948574378115,2
168,25,0.009257943743586239,6
169,25,0.00552381856916595,6
170,25,5.930859076445083e-05,4
171,25,-0.00662880007427612,3
172,25,0.001494116286842395,4
173,25,-6.7616419628602206e-06,4
174,25,-0.0020972306850103096,4
175,25,0.002998988821091697,7
176,25,-0.007026921365907745,4
177,25,0.0015791637465528586,3
178,25,-0.0018526119403310282,4
179,25,0.004446837820960281,7
180,25,0.0019409010878796763,5
181,25,-0.0054326442431186115,4
182,25,-0.0036724572785768904,5
183,25,-0.007012852097428945,4
184,25,0.008443049826312577,7
185,25,0.008096262602223892,8
186,25,0.0017594495063914084,5
187,25,-0.0007252167805697929,5
188,25,-0.002918098145739556,3
189,25,0.003411109118909683,5
190,25,0.011793948829896927,8
191,25,-0.008118528221074072,3
192,25,-0.004555926419860301,4
193,25,-0.003964856002927552,5
194,25,0.0027669024207553016,5
195,25,0.008976639948733923,7
196,25,0.0012378918622392154,6
197,25,-0.0014803950493852192,5
198,25,0.0022621867874447533,5
199,25,-0.0017889670713828077,2
200,25,0.0039172993531003345,6
201,25,-0.0011660297722766223,5
202,25,-0.0048857861457937465,4
203,25,-0.004831824100540227,4
204,25,-0.009019889331533004,4
205,25,-0.00695084249211716,2
206,25,0.004381207796275444,7
207,25,0.0017401429354615082,4
208,25,0.002609848273891735,6
209,25,-0.0015712187934371568,5
210,25,-0.013318130664311045,0
211,25,0.006638108398873443,7
212,25,-0.001915678998934678,7
213,25,-0.001015145197436096,5
214,25,-0.005263275866423256,3
215,25,0.014294154811760263,8
216,25,0.00707409433196543,7
217,25,-0.008389623446822269,4
218,25,-0.0006001128777331832,4
219,25,0.007892992499392893,8
220,25,0.002471350257744065,6
221,25,-0.0010115731585830679,5
222,25,0.0013017963926061694,5
223,25,-0.004145443793190151,5
224,25,-0.0005047080017118955,5
225,25,0.002303161195620862,6
226,25,-0.0028452207590157984,4
227,25,0.010376719006263935,8
228,25,0.006575838297339221,6
229,25,3.3113428749786955e-05,5
230,25,0.002657115846357583,5
231,25,0.0037392814169650125,8
232,25,0.0019285980457711572,6
233,25,0.000633205003328774,6
234,25,-0.0013373911603564493,4
235,25,-0.004144602109814477,3
236,25,-0.0047254029460433115,3
237,25,0.006946716579608769,7
238,25,0.00387302428267976,4
239,25,0.006905274718021315,6
240,25,0.011657518783947806,9
241,25,0.007914714052469619,7
242,25,-0.0025616088473035203,4
243,25,0.00952063771341537,6
244,25,0.002532767096894295,5
245,25,0.003749981999039975,5
246,25,0.01132358308663094,6
247,25,0.0023782755895239483,6
248,25,-0.005593673583494474,4
249,25,0.0027347840396246383,7
250,25,0.010505819042148822,9
251,25,0.003938059580299425,5
252,25,0.0001874079115930294,7
253,25,0.0019565096927413816,5
254,25,0.001127410075160895,6
255,25,0.0045507611506313776,7
256,25,-0.0034818462998163933,5
257,25,-0.0027722037280556444,3
258,25,-0.009828386693903369,1
259,25,-0.011207960403521422,2
260,25,0.012890179150784487,7
261,25,0.0009814851178559403,6
262,25,-0.00036052776360607776,6
263,25,4.588223680224157e-06,7
264,25,0.00656599234487486,6
265,25,-0.0012345049296996092,5
266,25,-0.0010137987702642404,5
267,25,0.0006536067314826255,6
268,25,0.003555729782684103,6
269,25,-0.0009025942542117083,5
270,25,0.004393093156681638,6
271,25,0.006763299103266373,7
272,25,-0.005394698724809843,3
273,25,0.0013892087047759016,5
274,25,0.001461405881412936,6
275,25,0.006642924648767956,7
276,25,0.005275428303524543,7
277,25,0.0002946489795712548,5
278,25,-0.005159166543207039,3
279,25,-0.0015121634043574028,3
280,25,0.008575260066376622,6
281,25,-0.0010677031946472848,5
282,25,-0.00012937549412371795,6
283,25,-0.00790790614257908,4
284,25,-0.003378426852743477,4
285,25,0.0017433731578035071,6
286,25,-0.0011532496012386373,5
287,25,0.009411175368883518,7
288,25,-0.005253839259796622,4
289,25,-0.0065580880982912815,3
290,25,0.008530355207456064,7
291,25,0.0057232219312857826,6
292,25,0.0022342323732066015,5
293,25,0.008440181683299252,6
294,25,-0.002104136411700497,7
295,25,-0.004596862849419259,4
296,25,-0.0009940708982218772,4
297,25,0.008664579639198955,8
298,25,-0.005697570502725036,5
299,25,0.0023031529452983814,5
300,25,-0.009829561240680695,3
301,25,-0.004177929255507762,3
302,25,0.0053356907719861344,4
303,25,0.0022725605846902973,5
304,25,0.0018992794843241013,5
305,25,0.0036826820695934127,6
306,25,0.0035427553268224552,5
307,25,-0.0013370860558661213,4
308,25,-0.008914639106093336,2
309,25,0.001413608631629859,7
310,25,0.0024815521442068888,5
311,25,-0.004730058206196319,3
312,25,0.0018270804914330308,6
313,25,0.004651010967296865,5
314,25,0.0014316633079753504,5
315,25,0.006692584784015754,6
316,25,-0.0041977901281564315,3
317,25,0.004801893424373737,6
318,25,0.0006299337282557715,6
319,25,0.009227899654728288,8
320,25,0.0012014304022015753,4
321,25,0.0006624595727869109,4
322,25,0.009775095757646068,8
323,25,-0.008681534952133163,4
324,25,-0.0005952134970840794,5
325,25,0.018093423848712386,9
326,25,0.0101828064285437,6
327,25,-0.006199422563040314,4
328,25,-0.004239843737600624,4
329,25,0.007227777876445652,8
330,25,0.008334646202995755,8
331,25,0.005009910186438182,7
332,25,-0.00039965309169357475,5
333,25,0.005762886324507666,7
334,25,-0.0004529783582709501,4
335,25,0.00832868542845916,6
336,25,0.0056862937209869015,5
337,25,0.008660484549991576,6
338,25,-0.003670221520439576,3
339,25,-0.005910938302501523,4
340,25,0.010454506982541644,6
341,25,0.0019332090678618296,4
342,25,-0.004826692577911773,3
343,25,0.0025356784728535866,5
344,25,0.001819889002611752,5
345,25,0.006054489386255746,6
346,25,0.00080144626319264,5
347,25,-0.008243835053456616,4
348,25,0.008265323920089707,7
349,25,0.006428964588467511,5
350,25,-0.005651090611453391,6
351,25,0.004136459940243175,5
352,25,0.006020653293261002,5
353,25,0.008343399226472658,8
354,25,-0.00693639650524428,3
355,25,0.0017623246373691171,7
356,25,-0.0008538493356710531,4
357,25,0.007521806791380514,8
358,25,-0.010405397872600208,5
359,25,-0.012421453189657627,2
360,25,0.005211531227070976,7
361,25,0.0011739112242022509,5
362,25,-0.004433083369245483,4
363,25,-0.0016612393528246173,5
364,25,-0.005707612825067321,5
365,25,0.000844246607404453,5
366,25,-0.004078181298503025,4
367,25,-0.008466361885941687,3
368,25,0.0003522397386487297,7
369,25,0.0001500812944374319,7
370,25,-0.004457096257653425,4
371,25,0.005370065586289263,7
372,25,-0.001428825685705748,5
373,25,0.004189808395395756,5
374,25,0.0023557179121373338,5
375,25,-0.00189043165887256,5
376,25,-0.0007912784668067885,4
377,25,-0.008633023031425113,2
378,25,-0.008775282249957416,2
379,25,-0.004465375237785707,3
380,25,0.0016867793340536342,7
381,25,0.001126958079934548,7
382,25,0.012710634632605956,8
383,25,0.008324371643587269,7
384,25,-0.003967105998707943,3
385,25,0.00368645916980771,5
386,25,0.004932841208326611,6
387,25,0.002541899801590053,6
388,25,0.008480444921302299,7
389,25,0.0030174303878408803,5
390,25,0.011155459341410812,7
391,25,-0.0047141914359749015,3
392,25,-0.00017114990829298905,3
393,25,0.0158933507868539,9
394,25,0.0065006526108536185,7
395,25,0.0030239409696315666,7
396,25,-0.00016065099694904106,4
397,25,-0.004216078954103519,4
398,25,0.0055157956044009195,7
399,25,-0.0006428113096102583,3
400,25,0.00747716308076084,7
401,25,0.0016511657665267744,5
402,25,0.0018218291817239218,5
403,25,0.00161032473995254,7
404,25,0.00448567996795034,6
405,25,0.0017397290555475008,6
406,25,0.009897240294485788,7
407,25,-0.0031739575403488818,3
408,25,-0.007364720352736942,4
409,25,0.005584546214615127,6
410,25,-0.003461044462899421,4
411,25,-0.0037197300494619,3
412,25,-0.0010565567115301878,4
413,25,-0.004984274731345439,3
414,25,-0.0030104797766546286,5
415,25,-0.009288507719961536,5
416,25,-0.008351646272537061,3
417,25,-0.0014998369318614535,5
418,25,0.0015809784655856252,5
419,25,-0.0087776242837302,3
420,25,0.0028928237799422884,6
421,25,0.0013494268670865782,5
422,25,-0.0017429072559075776,4
423,25,-0.011335175307966872,4
424,25,0.0032130759371355897,6
425,25,0.006110608753285396,6
426,25,0.0008652911635636639,6
427,25,0.002277614779130732,5
428,25,-0.010028559489338906,3
429,25,-0.0064284214470401,4
430,25,0.00441510764026426,7
431,25,0.00823532102679544,7
432,25,-0.002845851106718711,3
433,25,0.00012037144932349752,5
434,25,0.0012474434911073917,6
435,25,0.0078062468372909755,8
436,25,-0.001696654013541632,4
437,25,-0.009700328250543955,3
438,25,0.004367612659029907,6
439,25,-0.0022168466779424745,5
440,25,0.002458274127553195,5
441,25,-0.004932111235701286,4
442,25,0.001898656767512341,6
443,25,-0.004012989865652017,3
444,25,-0.0017292313748393019,5
445,25,-0.006089209073779,6
446,25,2.809060442547917e-05,6
447,25,-0.00283363446611532,5
448,25,0.0015578036468676837,7
449,25,-0.004718961907205876,3
450,25,0.0036626512592704773,6
451,25,0.004010393676842661,7
452,25,0.005545560954780093,7
453,25,0.005030029731427299,6
454,25,0.0032595722197847786,7
455,25,-0.005806751749358563,4
456,25,0.0032123612357617517,6
457,25,-0.0006799616489621685,4
458,25,0.00025101153726412304,4
459,25,-0.0016131887771132837,5
460,25,-0.0033565568742281336,4
461,25,-0.004927339008140919,4
462,25,-0.00025108219571317035,5
463,25,0.004007396805283736,5
464,25,0.0027299882629874817,6
465,25,0.006910396592971602,7
466,25,0.0001788126414032365,5
467,25,-0.007757247951205415,3
468,25,0.0024969216735047594,5
469,25,0.0033817840963213607,6
470,25,-0.0009416156695944977,4
471,25,-0.005926412220748123,5
472,25,-0.0036268370892896694,5
473,25,0.0048170266868984065,6
474,25,-0.0039032606185638976,3
475,25,-0.0033047679640093586,2
476,25,0.0006294204915447965,4
477,25,-0.004795561756946875,5
478,25,-0.0015524637411497566,4
479,25,0.009652844085320878,8
480,25,-0.007134109752317352,2
481,25,0.004157374725135232,6
482,25,-0.002365978505322397,5
483,25,0.013518030635547695,8
484,25,0.005862760637019371,7
485,25,0.007195297536889633,4
486,25,0.00464971436424777,6
487,25,-0.00538991361025627,4
488,25,-0.0020595102248420205,5
489,25,-0.0002834407633845348,6
490,25,0.0033705085186233052,6
491,25,-0.005224460067141767,4
492,25,-0.0010910716466181914,4
493,25,-0.00102784925215178,4
494,25,-0.0007779374513860904,4
495,25,-0.006058236234681003,3
496,25,0.0029863517175215404,5
497,25,-0.010895562344447007,5
498,25,0.0032236760632957883,5
499,25,-2.807927648105224e-05,4
500,25,-0.00023497002695926916,4
501,25,0.0003090483246180331,5
502,25,0.0021866925579934636,6
503,25,-0.013229205727523263,1
504,25,-0.0010432764641168713,5
505,25,0.007028046662313214,8
506,25,0.0018886029661453808,5
507,25,0.003452709355181549,6
508,25,0.0014345993438397374,5
509,25,-0.001453914201718698,6
510,25,0.010416569282528265,9
511,25,-0.005367123272523966,3
512,25,0.0019696510539823466,6
513,25,-0.007314713540585116,3
514,25,0.0034369440510091387,4
515,25,0.0036776036900981078,5
516,25,0.0012616750384623287,5
517,25,0.009408324549196401,8
518,25,-0.0006334291397999791,6
519,25,0.00854824280378803,8
520,25,-0.002605528982369176,5
521,25,0.005602996908848334,7
522,25,0.009942192972936326,7
523,25,-0.0009755281479473354,6
524,25,-0.0011609370825565457,5
525,25,0.0015003384793171094,5
526,25,-0.003320947709652677,4
527,25,-0.00321541414118377,4
528,25,-0.0019870149628931078,5
529,25,-0.0035890549662059624,6
530,25,-0.007696628932901584,2
531,25,0.0016111284762309163,6
532,25,0.004414564998318682,7
533,25,0.007860485998704637,8
534,25,-0.002313210087809314,5
535,25,0.007993465672258348,7
536,25,0.0028278913638022708,6
537,25,9.751998179619025e-06,7
538,25,-0.004483882755920043,2
539,25,0.0006208830740901172,5
540,25,0.00031330296818257166,5
541,25,0.0030473438476695145,5
542,25,0.009723114060017347,5
543,25,0.0023192115519205412,6
544,25,0.0018685877355160917,7
545,25,-0.0003247019621631764,3
546,25,-0.002519001375694274,3
547,25,-0.003439065239513339,4
548,25,-0.00537467324159564,4
549,25,-0.008006884313210439,4
550,25,0.003713967060423018,5
551,25,-0.0068478356739340995,4
552,25,0.002534281030438357,5
553,25,0.006248443404073334,7
554,25,0.00024109424548303117,5
555,25,0.011634047590500973,8
556,25,0.0029828446103496663,6
557,25,0.0016401527930059556,6
558,25,0.00027133464353553685,7
559,25,0.0029743160554536185,5
560,25,-0.0031957246295871823,3
561,25,-0.00040100409378390767,4
562,25,9.557981601965304e-05,5
563,25,-0.0028861229825816403,6
564,25,-0.0006187284411755978,5
565,25,-0.0013737554743816105,4
566,25,0.0007717435133986706,5
567,25,-5.154024107474342e-05,6
568,25,0.010001458099818672,7
569,25,0.010431939328889084,6
570,25,0.006886836191706736,7
571,25,0.011324502685590331,8
572,25,0.004238905651040315,7
573,25,0.0012705741316592523,6
574,25,0.0009069703387937445,6
575,25,-0.00101514795751364,5
576,25,-0.0028819527133340907,5
577,25,0.006599168464857963,6
578,25,-0.0037333086964068674,3
579,25,-0.0049920759629163425,4
580,25,-0.004765244864285379,5
581,25,0.0014412551406559615,4
582,25,-0.0022739729391555554,5
583,25,-0.00073528724097085,7
584,25,0.0005702663398315267,5
585,25,-0.006074127243679761,3
586,25,-0.0034410723928658626,5
587,25,-0.0017550620051448695,4
588,25,-0.00432257036942556,3
589,25,-0.0014719936535394385,5
590,25,0.002539736875112264,7
591,25,0.007127878047194958,6
592,25,0.008356711575010977,7
593,25,-0.0012263569629608617,4
594,25,0.003277672140066723,5
595,25,0.007083547766393172,7
596,25,0.0058589237876531695,7
597,25,-0.004783900954164688,4
598,25,0.0021185229696049747,4
599,25,-0.001202610358744316,3
600,25,0.0042019124830312005,5
601,25,0.005598534798897869,6
602,25,0.003844124285586381,7
603,25,0.009848853359442845,8
604,25,-0.0021076427833138347,6
605,25,0.005643080798661415,8
606,25,-0.00016142232424628533,5
607,25,-0.0037281105210112742,3
608,25,4.3933005987917276e-05,5
609,25,-0.009368385693250648,2
610,25,-0.0016830519531211507,5
611,25,0.00020914963224453187,6
612,25,0.012510958739781964,7
613,25,-0.009805396553585744,1
614,25,-0.0022546678160900724,5
615,25,-0.005429690566084644,4
616,25,-0.005038469031293935,4
617,25,0.004451253433756153,5
618,25,-0.0029649894827349587,4
619,25,-0.00399152699538502,4
620,25,-0.0037507481673420217,2
621,25,-0.007269256387997714,3
622,25,0.0008453973116023916,4
623,25,-0.004560423046130335,6
624,25,0.0006139879740521992,5
625,25,0.00518195466166016,6
626,25,0.014215786177812384,8
627,25,0.007443205859603475,7
628,25,0.0005582909281623971,6
629,25,0.0026395920141048857,4
630,25,-0.008590047033685388,6
631,25,0.002519611710902958,6
632,25,-0.004921317833651883,3
633,25,0.0019076013235603483,7
634,25,-0.0017150383651366118,4
635,25,0.007850227672454014,6
636,25,0.0071330079505769195,7
637,25,0.011298609154131566,7
638,25,-0.0005771787835831654,4
639,25,-0.00654916999471572,3
640,25,-0.003560684953089821,5
641,25,0.000366680039209577,5
642,25,0.003048392647421494,6
643,25,-0.004117537745756894,4
644,25,-0.0033037773592459853,3
645,25,-0.0012373026060481852,5
646,25,0.0007272928271611189,4
647,25,-0.0008809571445652309,4
648,25,0.0009974604227779515,5
649,25,0.005505879876960928,5
650,25,0.0014388015212075111,5
651,25,0.005769063542638342,6
652,25,-0.00792985065932349,2
653,25,-0.0021741966822678483,4
654,25,0.0006972572576943836,7
655,25,-0.0005605355484780472,3
656,25,0.0016671107353437465,5
657,25,-0.001195199755599541,5
658,25,0.0056832747705543255,6
659,25,-0.006277952535805653,3
660,25,-0.0014992687149226413,4
661,25,0.005771822370975321,7
662,25,0.005628303371763166,6
663,25,0.009967329771001076,9
664,25,-0.012372568505962012,2
665,25,0.005151227620147081,7
666,25,0.002929562234568217,7
667,25,-0.00060224329479035,6
668,25,-0.0005312442666758011,4
669,25,0.0013970531489082005,5
670,25,0.0007692260612554791,4
671,25,-0.002699725502493466,3
672,25,-0.0009311660236468011,4
673,25,0.0008179041506221508,6
674,25,0.0017658445959027325,6
675,25,-0.004261536890735229,5
676,25,0.0047901894466686355,5
677,25,0.005543319025226523,7
678,25,0.006260012390827141,8
679,25,-0.00026789636877725396,5
680,25,-0.004456082845887044,4
681,25,4.3747364191237816e-05,6
682,25,-0.004107926215030655,4
683,25,0.003855965916449389,6
684,25,-0.0008502236276992092,5
685,25,-0.00040435610194433647,4
686,25,0.001975902347941483,4
687,25,-0.005509736602257375,4
688,25,0.002394670787744857,7
689,25,0.004141286076181539,6
690,25,0.003351644331755432,6
691,25,-0.002726386649759882,7
692,25,0.007725354748866586,8
693,25,-0.0037178587487367576,4
694,25,0.004085450223394305,7
695,25,0.0055617790414353,7
696,25,0.0025372591602431994,5
697,25,0.007346578580303353,8
698,25,-0.0059083310243887134,3
699,25,-0.008973526055528836,1
700,25,0.003031597808474995,6
701,25,-0.0031305717422228318,3
702,25,0.012278272420838532,9
703,25,0.009723620098851504,7
704,25,0.0034863373336907256,6
705,25,0.009867674998792365,8
706,25,0.0037495976672393015,5
707,25,0.0013999895687347385,5
708,25,-0.001074727062856573,4
709,25,-0.005009125800361436,5
710,25,0.003004275171107018,6
711,25,-0.0031030232440317105,4
712,25,-0.0027829374489856673,3
713,25,0.015096952846456513,8
714,25,0.0012004469432646103,5
715,25,0.011357672711523426,6
716,25,-0.0003276725154622628,3
717,25,-0.010363792177388786,3
718,25,0.003968017019006276,5
719,25,0.001321777442024641,5
720,25,0.006534282521247259,6
721,25,-0.002877756239513263,3
722,25,-0.005274782175726178,1
723,25,-0.002203832761986646,3
724,25,0.00651685790432206,6
725,25,-0.0032673503794435786,3
726,25,0.002993479475081795,6
727,25,0.008956090155580233,9
728,25,0.006563318170707389,7
729,25,0.0014573595225978342,3
730,25,-0.005198414067891721,3
731,25,-0.002643734030784983,3
732,25,0.004764232176352301,6
733,25,-0.0031503137988394105,4
734,25,0.0050877762711393215,6
735,25,0.0008706979585288432,2
736,25,0.002845274880906934,5
737,25,0.005459889953704555,5
738,25,0.007553356912739118,8
739,25,-0.003070974989726738,3
740,25,0.003481609160352206,5
741,25,0.0004868841857888828,6
742,25,-0.00917850736596374,3
743,25,-0.001285435175642402,5
744,25,-0.006024172583469323,3
745,25,0.008254379000802715,6
746,25,-0.0035478635785333055,6
747,25,-0.0007718761348271763,5
748,25,0.0025464644755972656,7
749,25,-0.007931243457893467,2
750,25,0.006621506010862865,7
751,25,-0.0008002888675745168,6
752,25,-0.006082127504137736,5
753,25,0.005494093202380546,7
754,25,0.0043291754150214246,5
755,25,-0.007684967472814519,2
756,25,0.00987028293190928,6
757,25,0.0010802179748975794,5
758,25,-0.000431954336936502,5
759,25,0.005109407753258211,5
760,25,-0.003240878293150762,5
761,25,0.006585549755882514,6
762,25,0.013939321617508504,7
763,25,0.0022335700395574865,6
764,25,0.0008653113639591426,4
765,25,-0.005687783331894647,4
766,25,0.00904276465603906,6
767,25,-0.006951171494977215,6
768,25,0.009735965270692492,10
769,25,-0.003951707696454199,4
770,25,0.0010951135621905862,6
771,25,-0.002675801039816195,4
772,25,-0.00838536907497559,6
773,25,0.002556819470194338,6
774,25,0.002701940764880084,6
775,25,-0.003657916626258706,4
776,25,-0.007551292012447674,3
777,25,0.011208210709566823,7
778,25,0.0036719312854718742,6
779,25,-0.0011180243845793636,4
780,25,0.003125470810902642,6
781,25,-0.0032425085265733846,4
782,25,-0.004830713284399979,3
783,25,0.011478264022722917,7
784,25,0.002056651329423598,6
785,25,-0.0060391446359045805,4
786,25,-0.007820166199460011,2
787,25,0.006067080097030364,7
788,25,-0.0038801091238796714,2
789,25,-0.005543271970323527,5
790,25,-0.002052757039561115,5
791,25,0.0034401128470818,7
792,25,0.0034661417151091835,5
793,25,0.0029945524971679905,5
794,25,-0.0005794165874749458,5
795,25,0.006015025329010026,6
796,25,-0.003761177426252349,5
797,25,-0.004655719891748544,5
798,25,-0.009040445088205885,4
799,25,-0.012544246655923508,3
800,25,0.0008851405004631329,4
801,25,0.004649189406019216,6
802,25,0.008058315139543993,6
803,25,-0.003147863875675816,3
804,25,0.006687714409775758,5
805,25,-0.0017246627443530892,6
806,25,0.004987775870060995,6
807,25,0.003865357776671219,6
808,25,0.007133301819431281,6
809,25,-0.004949043624415972,5
810,25,0.008687748181139265,7
811,25,0.007027054056167492,8
812,25,-0.0036217956232869495,3
813,25,-0.002865487521579435,3
814,25,-0.006322818187765122,4
815,25,-0.00414270578260576,4
816,25,-0.0005995616823708638,5
817,25,0.005693215305800847,9
818,25,-0.008913243525654525,3
819,25,-0.0004442173021384499,4
820,25,0.0008121150333694649,5
821,25,-0.00592756230058511,2
822,25,0.014292768172344473,7
823,25,0.004184630998344707,4
824,25,0.0012636615199300484,5
825,25,0.002619198474492779,5
826,25,0.015029744912793052,9
827,25,-0.0005213688360530599,5
828,25,-0.0015957644983817464,4
829,25,0.0014499704936919212,6
830,25,0.005846266683281143,6
831,25,-0.00623211998537222,4
832,25,0.002634939084710031,5
833,25,0.00029239242611975855,5
834,25,0.005723746384496986,5
835,25,-0.0041979932066247725,6
836,25,0.0020008765148033293,5
837,25,0.005820540824257836,6
838,25,-0.00048732689029322706,4
839,25,0.0047929267086702755,7
840,25,0.000870534225940811,4
841,25,-0.003866586332359778,3
842,25,0.005465848156755326,6
843,25,-0.006405883592617778,2
844,25,-0.006471231568076774,3
845,25,-0.0012963830906468465,4
846,25,-0.00994371955486415,2
847,25,-0.003402298047788288,4
848,25,0.003489656926594331,6
849,25,-0.0006198080003606887,5
850,25,0.002965865103919496,5
851,25,-0.005654842246673652,2
852,25,-0.013134063238174398,1
853,25,0.012055916947736367,8
854,25,0.007797575825563663,8
855,25,0.00828493876608255,9
856,25,0.0038537740056241885,6
857,25,0.004757136214019919,5
858,25,-0.003807789714536103,4
859,25,0.00017324840721050228,6
860,25,0.00487875083049547,5
861,25,-0.00022998580998888628,6
862,25,0.0010344997833793834,6
863,25,-0.00020019628059603223,7
864,25,-0.011135868070538079,3
865,25,0.000798500604343344,4
866,25,0.00324440116940834,5
867,25,0.006303597738505052,7
868,25,-0.0022348804222672046,4
869,25,0.010003530878407763,7
870,25,0.001526398368316928,6
871,25,0.012080330441079812,8
872,25,-0.010090554091083725,5
873,25,0.004624728549558632,6
874,25,0.005915777261614974,6
