zip_path,read_status,error,raw_rows,nifty_option_rows,trade_date,min_expiry,max_expiry,min_strike,max_strike,traded_rows
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\01\fo15JAN2015bhav.csv.zip,ok,,29790,2114,2015-01-15,2015-01-29,2019-12-26,2700.0,11000.0,209
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\01\fo16JAN2015bhav.csv.zip,ok,,29986,2118,2015-01-16,2015-01-29,2019-12-26,2700.0,11000.0,207
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\01\fo19JAN2015bhav.csv.zip,ok,,30064,2118,2015-01-19,2015-01-29,2019-12-26,2700.0,11000.0,216
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\01\fo20JAN2015bhav.csv.zip,ok,,30210,2122,2015-01-20,2015-01-29,2019-12-26,2700.0,11000.0,224
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\01\fo21JAN2015bhav.csv.zip,ok,,30374,2154,2015-01-21,2015-01-29,2019-12-26,2700.0,11100.0,232
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\01\fo22JAN2015bhav.csv.zip,ok,,30492,2160,2015-01-22,2015-01-29,2019-12-26,2700.0,11100.0,231
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\01\fo23JAN2015bhav.csv.zip,ok,,30726,2182,2015-01-23,2015-01-29,2019-12-26,2700.0,11200.0,237
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\01\fo27JAN2015bhav.csv.zip,ok,,30980,2192,2015-01-27,2015-01-29,2019-12-26,2700.0,11200.0,253
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\01\fo28JAN2015bhav.csv.zip,ok,,31470,2218,2015-01-28,2015-01-29,2019-12-26,2700.0,11300.0,277
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\01\fo29JAN2015bhav.csv.zip,ok,,31618,2218,2015-01-29,2015-01-29,2019-12-26,2700.0,11300.0,275
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\01\fo30JAN2015bhav.csv.zip,ok,,29316,2210,2015-01-30,2015-02-26,2019-12-26,2700.0,11400.0,209
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\02\fo02FEB2015bhav.csv.zip,ok,,29366,2216,2015-02-02,2015-02-26,2019-12-26,2700.0,11400.0,194
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\02\fo03FEB2015bhav.csv.zip,ok,,29624,2216,2015-02-03,2015-02-26,2019-12-26,2700.0,11400.0,188
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\02\fo04FEB2015bhav.csv.zip,ok,,29764,2218,2015-02-04,2015-02-26,2019-12-26,2700.0,11400.0,184
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\02\fo05FEB2015bhav.csv.zip,ok,,29820,2220,2015-02-05,2015-02-26,2019-12-26,2700.0,11400.0,195
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\02\fo06FEB2015bhav.csv.zip,ok,,29884,2220,2015-02-06,2015-02-26,2019-12-26,2700.0,11400.0,193
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\02\fo09FEB2015bhav.csv.zip,ok,,29980,2222,2015-02-09,2015-02-26,2019-12-26,2700.0,11400.0,202
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\02\fo10FEB2015bhav.csv.zip,ok,,30198,2226,2015-02-10,2015-02-26,2019-12-26,2700.0,11400.0,208
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\02\fo11FEB2015bhav.csv.zip,ok,,30254,2226,2015-02-11,2015-02-26,2019-12-26,2700.0,11400.0,197
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\02\fo12FEB2015bhav.csv.zip,ok,,30336,2226,2015-02-12,2015-02-26,2019-12-26,2700.0,11400.0,199
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\02\fo13FEB2015bhav.csv.zip,ok,,30480,2226,2015-02-13,2015-02-26,2019-12-26,2700.0,11400.0,204
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\02\fo16FEB2015bhav.csv.zip,ok,,30550,2226,2015-02-16,2015-02-26,2019-12-26,2700.0,11400.0,205
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\02\fo18FEB2015bhav.csv.zip,ok,,30680,2226,2015-02-18,2015-02-26,2019-12-26,2700.0,11400.0,220
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\02\fo19FEB2015bhav.csv.zip,ok,,31064,2226,2015-02-19,2015-02-26,2019-12-26,2700.0,11400.0,224
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\02\fo20FEB2015bhav.csv.zip,ok,,31100,2226,2015-02-20,2015-02-26,2019-12-26,2700.0,11400.0,225
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\02\fo23FEB2015bhav.csv.zip,ok,,31046,2226,2015-02-23,2015-02-26,2019-12-26,2700.0,11400.0,240
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\02\fo24FEB2015bhav.csv.zip,ok,,31086,2226,2015-02-24,2015-02-26,2019-12-26,2700.0,11400.0,239
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\02\fo25FEB2015bhav.csv.zip,ok,,31116,2226,2015-02-25,2015-02-26,2019-12-26,2700.0,11400.0,248
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\02\fo26FEB2015bhav.csv.zip,ok,,31182,2226,2015-02-26,2015-02-26,2019-12-26,2700.0,11400.0,267
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\02\fo27FEB2015bhav.csv.zip,ok,,28266,2190,2015-02-27,2015-03-26,2019-12-26,2700.0,11400.0,219
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\03\fo02MAR2015bhav.csv.zip,ok,,28412,2198,2015-03-02,2015-03-26,2019-12-26,2700.0,11400.0,209
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\03\fo03MAR2015bhav.csv.zip,ok,,28770,2200,2015-03-03,2015-03-26,2019-12-26,2700.0,11400.0,205
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\03\fo04MAR2015bhav.csv.zip,ok,,28846,2204,2015-03-04,2015-03-26,2019-12-26,2700.0,11400.0,215
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\03\fo05MAR2015bhav.csv.zip,ok,,28870,2204,2015-03-05,2015-03-26,2019-12-26,2700.0,11400.0,217
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\03\fo09MAR2015bhav.csv.zip,ok,,28960,2204,2015-03-09,2015-03-26,2019-12-26,2700.0,11400.0,221
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\03\fo10MAR2015bhav.csv.zip,ok,,29012,2204,2015-03-10,2015-03-26,2019-12-26,2700.0,11400.0,226
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\03\fo11MAR2015bhav.csv.zip,ok,,29060,2204,2015-03-11,2015-03-26,2019-12-26,2700.0,11400.0,214
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\03\fo12MAR2015bhav.csv.zip,ok,,29174,2204,2015-03-12,2015-03-26,2019-12-26,2700.0,11400.0,224
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\03\fo13MAR2015bhav.csv.zip,ok,,29256,2204,2015-03-13,2015-03-26,2019-12-26,2700.0,11400.0,233
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\03\fo16MAR2015bhav.csv.zip,ok,,29284,2206,2015-03-16,2015-03-26,2019-12-26,2700.0,11400.0,217
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\03\fo17MAR2015bhav.csv.zip,ok,,29320,2206,2015-03-17,2015-03-26,2019-12-26,2700.0,11400.0,224
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\03\fo18MAR2015bhav.csv.zip,ok,,29362,2206,2015-03-18,2015-03-26,2019-12-26,2700.0,11400.0,218
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\03\fo19MAR2015bhav.csv.zip,ok,,29362,2206,2015-03-19,2015-03-26,2019-12-26,2700.0,11400.0,235
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\03\fo20MAR2015bhav.csv.zip,ok,,29649,2206,2015-03-20,2015-03-26,2019-12-26,2700.0,11400.0,231
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\03\fo23MAR2015bhav.csv.zip,ok,,29516,2210,2015-03-23,2015-03-26,2019-12-26,2700.0,11400.0,235
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\03\fo24MAR2015bhav.csv.zip,ok,,29596,2210,2015-03-24,2015-03-26,2019-12-26,2700.0,11400.0,243
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\03\fo25MAR2015bhav.csv.zip,ok,,29706,2210,2015-03-25,2015-03-26,2019-12-26,2700.0,11400.0,264
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\03\fo26MAR2015bhav.csv.zip,ok,,29772,2210,2015-03-26,2015-03-26,2019-12-26,2700.0,11400.0,274
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\03\fo27MAR2015bhav.csv.zip,ok,,28045,2170,2015-03-27,2015-04-30,2019-12-26,2700.0,11400.0,186
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\03\fo30MAR2015bhav.csv.zip,ok,,28187,2170,2015-03-30,2015-04-30,2019-12-26,2700.0,11400.0,184
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\03\fo31MAR2015bhav.csv.zip,ok,,28339,2176,2015-03-31,2015-04-30,2019-12-26,2700.0,11400.0,214
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\04\fo01APR2015bhav.csv.zip,ok,,28381,2176,2015-04-01,2015-04-30,2019-12-26,2700.0,11400.0,193
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\04\fo06APR2015bhav.csv.zip,ok,,28879,2180,2015-04-06,2015-04-30,2019-12-26,2700.0,11400.0,181
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\04\fo07APR2015bhav.csv.zip,ok,,29065,2184,2015-04-07,2015-04-30,2019-12-26,2700.0,11400.0,193
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\04\fo08APR2015bhav.csv.zip,ok,,29235,2184,2015-04-08,2015-04-30,2019-12-26,2700.0,11400.0,191
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\04\fo09APR2015bhav.csv.zip,ok,,29345,2184,2015-04-09,2015-04-30,2019-12-26,2700.0,11400.0,192
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\04\fo10APR2015bhav.csv.zip,ok,,29381,2188,2015-04-10,2015-04-30,2019-12-26,2700.0,11400.0,182
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\04\fo13APR2015bhav.csv.zip,ok,,29449,2188,2015-04-13,2015-04-30,2019-12-26,2700.0,11400.0,189
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\04\fo15APR2015bhav.csv.zip,ok,,29559,2190,2015-04-15,2015-04-30,2019-12-26,2700.0,11400.0,199
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\04\fo16APR2015bhav.csv.zip,ok,,29595,2190,2015-04-16,2015-04-30,2019-12-26,2700.0,11400.0,205
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\04\fo17APR2015bhav.csv.zip,ok,,29660,2190,2015-04-17,2015-04-30,2019-12-26,2700.0,11400.0,212
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\04\fo20APR2015bhav.csv.zip,ok,,29571,2190,2015-04-20,2015-04-30,2019-12-26,2700.0,11400.0,219
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\04\fo21APR2015bhav.csv.zip,ok,,29721,2190,2015-04-21,2015-04-30,2019-12-26,2700.0,11400.0,222
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\04\fo22APR2015bhav.csv.zip,ok,,29853,2190,2015-04-22,2015-04-30,2019-12-26,2700.0,11400.0,226
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\04\fo23APR2015bhav.csv.zip,ok,,29935,2190,2015-04-23,2015-04-30,2019-12-26,2700.0,11400.0,219
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\04\fo24APR2015bhav.csv.zip,ok,,29957,2190,2015-04-24,2015-04-30,2019-12-26,2700.0,11400.0,227
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\04\fo27APR2015bhav.csv.zip,ok,,30147,2194,2015-04-27,2015-04-30,2019-12-26,2700.0,11400.0,241
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\04\fo28APR2015bhav.csv.zip,ok,,30347,2206,2015-04-28,2015-04-30,2019-12-26,2700.0,11400.0,244
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\04\fo29APR2015bhav.csv.zip,ok,,30389,2206,2015-04-29,2015-04-30,2019-12-26,2700.0,11400.0,232
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\04\fo30APR2015bhav.csv.zip,ok,,30415,2206,2015-04-30,2015-04-30,2019-12-26,2700.0,11400.0,262
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\05\fo04MAY2015bhav.csv.zip,ok,,27871,2174,2015-05-04,2015-05-28,2019-12-26,2700.0,11400.0,185
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\05\fo05MAY2015bhav.csv.zip,ok,,27945,2180,2015-05-05,2015-05-28,2019-12-26,2700.0,11400.0,191
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\05\fo06MAY2015bhav.csv.zip,ok,,27955,2180,2015-05-06,2015-05-28,2019-12-26,2700.0,11400.0,213
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\05\fo07MAY2015bhav.csv.zip,ok,,28101,2192,2015-05-07,2015-05-28,2019-12-26,2700.0,11400.0,215
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\05\fo08MAY2015bhav.csv.zip,ok,,28427,2198,2015-05-08,2015-05-28,2019-12-26,2700.0,11400.0,214
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\05\fo11MAY2015bhav.csv.zip,ok,,28467,2198,2015-05-11,2015-05-28,2019-12-26,2700.0,11400.0,200
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\05\fo12MAY2015bhav.csv.zip,ok,,28539,2198,2015-05-12,2015-05-28,2019-12-26,2700.0,11400.0,197
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\05\fo13MAY2015bhav.csv.zip,ok,,28679,2198,2015-05-13,2015-05-28,2019-12-26,2700.0,11400.0,206
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\05\fo14MAY2015bhav.csv.zip,ok,,28733,2198,2015-05-14,2015-05-28,2019-12-26,2700.0,11400.0,205
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\05\fo15MAY2015bhav.csv.zip,ok,,28804,2198,2015-05-15,2015-05-28,2019-12-26,2700.0,11400.0,201
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\05\fo18MAY2015bhav.csv.zip,ok,,28793,2198,2015-05-18,2015-05-28,2019-12-26,2700.0,11400.0,210
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\05\fo19MAY2015bhav.csv.zip,ok,,28839,2198,2015-05-19,2015-05-28,2019-12-26,2700.0,11400.0,212
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\05\fo20MAY2015bhav.csv.zip,ok,,28861,2198,2015-05-20,2015-05-28,2019-12-26,2700.0,11400.0,212
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\05\fo21MAY2015bhav.csv.zip,ok,,28889,2200,2015-05-21,2015-05-28,2019-12-26,2700.0,11400.0,214
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\05\fo22MAY2015bhav.csv.zip,ok,,28907,2200,2015-05-22,2015-05-28,2019-12-26,2700.0,11400.0,222
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\05\fo25MAY2015bhav.csv.zip,ok,,28929,2202,2015-05-25,2015-05-28,2019-12-26,2700.0,11400.0,230
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\05\fo26MAY2015bhav.csv.zip,ok,,28995,2202,2015-05-26,2015-05-28,2019-12-26,2700.0,11400.0,225
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\05\fo27MAY2015bhav.csv.zip,ok,,29065,2202,2015-05-27,2015-05-28,2019-12-26,2700.0,11400.0,231
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\05\fo28MAY2015bhav.csv.zip,ok,,29021,2202,2015-05-28,2015-05-28,2019-12-26,2700.0,11400.0,262
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\05\fo29MAY2015bhav.csv.zip,ok,,28018,2164,2015-05-29,2015-06-25,2019-12-26,2700.0,11400.0,192
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\06\fo01JUN2015bhav.csv.zip,ok,,28264,2170,2015-06-01,2015-06-25,2019-12-26,2700.0,11400.0,173
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\06\fo02JUN2015bhav.csv.zip,ok,,28390,2170,2015-06-02,2015-06-25,2019-12-26,2700.0,11400.0,198
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\06\fo03JUN2015bhav.csv.zip,ok,,28613,2172,2015-06-03,2015-06-25,2019-12-26,2700.0,11400.0,192
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\06\fo04JUN2015bhav.csv.zip,ok,,28839,2176,2015-06-04,2015-06-25,2019-12-26,2700.0,11400.0,186
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\06\fo05JUN2015bhav.csv.zip,ok,,28891,2176,2015-06-05,2015-06-25,2019-12-26,2700.0,11400.0,193
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\06\fo08JUN2015bhav.csv.zip,ok,,28983,2178,2015-06-08,2015-06-25,2019-12-26,2700.0,11400.0,196
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\06\fo09JUN2015bhav.csv.zip,ok,,29221,2184,2015-06-09,2015-06-25,2019-12-26,2700.0,11400.0,191
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\06\fo10JUN2015bhav.csv.zip,ok,,29529,2188,2015-06-10,2015-06-25,2019-12-26,2700.0,11400.0,197
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\06\fo11JUN2015bhav.csv.zip,ok,,29529,2188,2015-06-11,2015-06-25,2019-12-26,2700.0,11400.0,212
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\06\fo12JUN2015bhav.csv.zip,ok,,29871,2194,2015-06-12,2015-06-25,2019-12-26,2700.0,11400.0,205
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\06\fo15JUN2015bhav.csv.zip,ok,,29975,2194,2015-06-15,2015-06-25,2019-12-26,2700.0,11400.0,215
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\06\fo16JUN2015bhav.csv.zip,ok,,30107,2194,2015-06-16,2015-06-25,2019-12-26,2700.0,11400.0,219
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\06\fo17JUN2015bhav.csv.zip,ok,,30157,2194,2015-06-17,2015-06-25,2019-12-26,2700.0,11400.0,216
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\06\fo18JUN2015bhav.csv.zip,ok,,30251,2194,2015-06-18,2015-06-25,2019-12-26,2700.0,11400.0,218
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\06\fo19JUN2015bhav.csv.zip,ok,,30340,2194,2015-06-19,2015-06-25,2019-12-26,2700.0,11400.0,224
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\06\fo22JUN2015bhav.csv.zip,ok,,30205,2194,2015-06-22,2015-06-25,2019-12-26,2700.0,11400.0,236
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\06\fo23JUN2015bhav.csv.zip,ok,,30269,2194,2015-06-23,2015-06-25,2019-12-26,2700.0,11400.0,243
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\06\fo24JUN2015bhav.csv.zip,ok,,30315,2194,2015-06-24,2015-06-25,2019-12-26,2700.0,11400.0,264
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\06\fo25JUN2015bhav.csv.zip,ok,,30321,2194,2015-06-25,2015-06-25,2019-12-26,2700.0,11400.0,304
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\06\fo26JUN2015bhav.csv.zip,ok,,30045,2096,2015-06-26,2015-07-30,2020-06-25,2700.0,11400.0,187
C:\Ramgo\Business\Trading\India2026\Gitrade1\ctrade1\data\nse_fno_bhavcopy\2015\06\fo29JUN2015bhav.csv.zip,ok,,30137,2096,2015-06-29,2015-07-30,2020-06-25,2700.0,11400.0,201
